id_transacao,data_transacao,cpf_aluno,plano_adquirido,cep_cobranca,valor_brl,mes_referencia,tickets_suporte,nps_score,horas_assistidas,venda_em_feriado,cidade,uf,bairro
TX-53311,2024-10-03,***.320.024-**,Anual,50010000.0,"899,00",2024-10,,,,False,Recife,PE,Santo Antônio
TX-53312,2024-05-20,***.617.399-**,B�sico,60060440.0,"49,90",2024-05,5.0,1.0,30.9,False,Fortaleza,CE,Praia de Iracema
TX-53313,2024-02-23,***.046.100-**,Premium,70040010.0,"99,90",2024-02,5.0,,125.3,False,Brasília,DF,Asa Norte
TX-53314,2024-08-10,***.630.059-**,B�sico,20031050.0,"49,90",2024-08,,,,False,Rio de Janeiro,RJ,Centro
TX-53315,2024-08-29,***.839.225-**,B�sico,30140071.0,"49,90",2024-08,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53316,2024-05-22,***.012.562-**,B�sico,30140071.0,"49,90",2024-05,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53317,2024-03-01,***.385.588-**,Premium,70040010.0,"99,90",2024-03,1.0,4.0,78.6,False,Brasília,DF,Asa Norte
TX-53318,2024-11-09,***.196.939-**,Anual,30140071.0,"899,00",2024-11,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53319,2024-10-16,***.241.913-**,Premium,1001000.0,"99,90",2024-10,,,,False,,,
TX-53320,2024-11-09,***.465.787-**,B�sico,20031050.0,"49,90",2024-11,,,,False,Rio de Janeiro,RJ,Centro
TX-53321,2024-06-19,***.756.264-**,B�sico,60060440.0,"49,90",2024-06,,,,False,Fortaleza,CE,Praia de Iracema
TX-53322,2024-06-08,***.292.731-**,B�sico,1001000.0,"49,90",2024-06,,,,False,,,
TX-53323,2024-09-09,***.039.261-**,B�sico,50010000.0,"49,90",2024-09,,,,False,Recife,PE,Santo Antônio
TX-53324,2024-09-13,***.431.594-**,B�sico,69010000.0,"49,90",2024-09,,,,False,Manaus,AM,Centro
TX-53325,2024-09-11,***.175.823-**,Premium,90010150.0,"99,90",2024-09,,,,False,Porto Alegre,RS,Centro Histórico
TX-53326,2024-05-30,***.180.513-**,Premium,70040010.0,"99,90",2024-05,4.0,,113.3,True,Brasília,DF,Asa Norte
TX-53327,2024-06-21,***.820.506-**,Anual,4538133.0,"899,00",2024-06,1.0,1.0,,False,,,
TX-53328,2024-03-17,***.935.340-**,Anual,80010010.0,"899,00",2024-03,1.0,9.0,22.7,False,Curitiba,PR,Centro
TX-53329,2024-03-12,***.664.016-**,,50010000.0,"899,00",2024-03,2.0,7.0,131.8,False,Recife,PE,Santo Antônio
TX-53330,2024-09-29,***.867.908-**,Premium,20031050.0,"99,90",2024-09,,,,False,Rio de Janeiro,RJ,Centro
TX-53331,2024-11-30,***.695.620-**,Premium,80010010.0,"99,90",2024-11,,,,False,Curitiba,PR,Centro
TX-53332,2024-07-01,***.397.552-**,Anual,90010150.0,"899,00",2024-07,,,,False,Porto Alegre,RS,Centro Histórico
TX-53333,2024-07-04,***.853.243-**,B�sico,4538133.0,"49,90",2024-07,2.0,,42.5,False,,,
TX-53334,2024-12-12,***.700.284-**,Premium,4538133.0,"99,90",2024-12,,,,False,,,
TX-53335,2024-04-21,***.451.046-**,Premium,90010150.0,"99,90",2024-04,,,,True,Porto Alegre,RS,Centro Histórico
TX-53336,2024-12-29,***.064.454-**,Anual,70040010.0,"899,00",2024-12,,,,False,Brasília,DF,Asa Norte
TX-53337,2024-02-10,***.182.368-**,Premium,20031050.0,"99,90",2024-02,0.0,3.0,68.4,False,Rio de Janeiro,RJ,Centro
TX-53338,2024-04-21,***.394.762-**,Anual,1001000.0,"899,00",2024-04,,,,True,,,
TX-53339,2024-10-28,***.291.320-**,Premium,90010150.0,"99,90",2024-10,,,,False,Porto Alegre,RS,Centro Histórico
TX-53340,2024-08-21,***.528.127-**,Premium,60060440.0,"99,90",2024-08,,,,False,Fortaleza,CE,Praia de Iracema
TX-53341,2024-11-21,***.669.849-**,B�sico,50010000.0,"49,90",2024-11,,,,False,Recife,PE,Santo Antônio
TX-53342,2024-04-17,***.539.989-**,Premium,69010000.0,"99,90",2024-04,3.0,10.0,3.5,False,Manaus,AM,Centro
TX-53343,2024-08-07,***.526.351-**,Premium,30140071.0,"99,90",2024-08,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53344,2024-01-04,***.601.579-**,Premium,70040010.0,"99,90",2024-01,3.0,,127.1,False,Brasília,DF,Asa Norte
TX-53345,2024-03-10,***.942.409-**,B�sico,80010010.0,"49,90",2024-03,,,,False,Curitiba,PR,Centro
TX-53346,2024-02-15,***.555.786-**,Premium,4538133.0,"99,90",2024-02,2.0,10.0,25.5,False,,,
TX-53347,2024-03-26,***.241.571-**,B�sico,30140071.0,"49,90",2024-03,3.0,,,False,Belo Horizonte,MG,Boa Viagem
TX-53348,2024-06-19,***.511.274-**,B�sico,50010000.0,"49,90",2024-06,,,,False,Recife,PE,Santo Antônio
TX-53349,2024-07-21,***.576.403-**,B�sico,20031050.0,"49,90",2024-07,,,,False,Rio de Janeiro,RJ,Centro
TX-53350,2024-10-30,***.348.548-**,B�sico,90010150.0,"49,90",2024-10,4.0,4.0,147.1,False,Porto Alegre,RS,Centro Histórico
TX-53351,2024-12-18,***.100.687-**,B�sico,80010010.0,"49,90",2024-12,,,,False,Curitiba,PR,Centro
TX-53352,2024-04-04,***.123.094-**,Anual,1001000.0,"899,00",2024-04,3.0,3.0,14.5,False,,,
TX-53353,2024-06-07,***.443.106-**,B�sico,30140071.0,"49,90",2024-06,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53354,2024-10-26,***.899.499-**,B�sico,4538133.0,"49,90",2024-10,,,,False,,,
TX-53355,2024-05-01,***.244.079-**,B�sico,70040010.0,"49,90",2024-05,,,,True,Brasília,DF,Asa Norte
TX-53356,2024-04-12,***.879.509-**,,90010150.0,"49,90",2024-04,0.0,2.0,131.7,False,Porto Alegre,RS,Centro Histórico
TX-53357,2024-10-19,***.999.404-**,Premium,60060440.0,"99,90",2024-10,,,,False,Fortaleza,CE,Praia de Iracema
TX-53358,2024-09-07,***.051.204-**,Premium,60060440.0,"99,90",2024-09,,,,True,Fortaleza,CE,Praia de Iracema
TX-53359,2024-03-18,***.016.245-**,Premium,30140071.0,"99,90",2024-03,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53360,2024-01-06,***.068.486-**,Premium,1001000.0,"99,90",2024-01,2.0,5.0,101.9,False,,,
TX-53361,2024-04-15,***.142.620-**,B�sico,60060440.0,"49,90",2024-04,5.0,4.0,,False,Fortaleza,CE,Praia de Iracema
TX-53362,2024-03-31,***.329.839-**,Premium,69010000.0,"99,90",2024-03,0.0,3.0,20.6,True,Manaus,AM,Centro
TX-53363,2024-10-20,***.899.718-**,Premium,90010150.0,"99,90",2024-10,,,,False,Porto Alegre,RS,Centro Histórico
TX-53364,2024-01-27,***.126.978-**,Premium,80010010.0,"99,90",2024-01,5.0,7.0,133.7,False,Curitiba,PR,Centro
TX-53365,2024-01-02,***.156.545-**,Premium,70040010.0,"99,90",2024-01,3.0,5.0,5.0,False,Brasília,DF,Asa Norte
TX-53366,2024-01-21,***.692.743-**,B�sico,90010150.0,"49,90",2024-01,2.0,,1.0,False,Porto Alegre,RS,Centro Histórico
TX-53367,2024-12-09,***.860.868-**,B�sico,60060440.0,"49,90",2024-12,,,,False,Fortaleza,CE,Praia de Iracema
TX-53368,2024-09-11,***.727.174-**,B�sico,,"49,90",2024-09,0.0,7.0,,False,,,
TX-53369,2024-11-11,***.326.909-**,Premium,30140071.0,"99,90",2024-11,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53370,2024-12-26,***.613.473-**,B�sico,,"49,90",2024-12,,,,False,,,
TX-53371,2024-08-20,***.102.627-**,Premium,60060440.0,"99,90",2024-08,4.0,9.0,97.1,False,Fortaleza,CE,Praia de Iracema
TX-53372,2024-12-06,***.366.271-**,Premium,60060440.0,"99,90",2024-12,,,,False,Fortaleza,CE,Praia de Iracema
TX-53373,2024-06-07,***.605.233-**,,50010000.0,"99,90",2024-06,,,,False,Recife,PE,Santo Antônio
TX-53374,2024-06-09,***.517.123-**,B�sico,50010000.0,"49,90",2024-06,,,,False,Recife,PE,Santo Antônio
TX-53375,2024-09-22,***.552.963-**,Anual,1001000.0,"899,00",2024-09,,,,False,,,
TX-53376,2024-08-31,***.767.200-**,B�sico,1001000.0,"49,90",2024-08,,,,False,,,
TX-53377,2024-06-20,***.033.982-**,B�sico,60060440.0,"49,90",2024-06,2.0,8.0,123.9,False,Fortaleza,CE,Praia de Iracema
TX-53378,2024-12-08,***.423.394-**,Premium,50010000.0,"99,90",2024-12,,,,False,Recife,PE,Santo Antônio
TX-53379,2024-11-13,***.513.552-**,B�sico,90010150.0,"49,90",2024-11,,,,False,Porto Alegre,RS,Centro Histórico
TX-53380,2024-06-11,***.408.585-**,Premium,20031050.0,"99,90",2024-06,3.0,9.0,11.2,False,Rio de Janeiro,RJ,Centro
TX-53381,2024-06-01,***.687.007-**,B�sico,80010010.0,"49,90",2024-06,0.0,4.0,39.4,False,Curitiba,PR,Centro
TX-53382,2024-11-13,***.098.393-**,B�sico,80010010.0,"49,90",2024-11,,,,False,Curitiba,PR,Centro
TX-53383,2024-11-28,***.819.807-**,B�sico,80010010.0,"49,90",2024-11,,,,False,Curitiba,PR,Centro
TX-53384,2024-12-12,***.743.553-**,B�sico,60060440.0,"49,90",2024-12,,,,False,Fortaleza,CE,Praia de Iracema
TX-53385,2024-07-05,***.583.563-**,Anual,69010000.0,"899,00",2024-07,,,,False,Manaus,AM,Centro
TX-53386,2024-01-23,***.159.709-**,Premium,50010000.0,"99,90",2024-01,,,,False,Recife,PE,Santo Antônio
TX-53387,2024-08-28,***.144.488-**,B�sico,30140071.0,"49,90",2024-08,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53388,2024-09-06,***.971.912-**,Premium,50010000.0,"99,90",2024-09,,,,False,Recife,PE,Santo Antônio
TX-53389,2024-10-09,***.032.664-**,Premium,30140071.0,"99,90",2024-10,3.0,8.0,115.0,False,Belo Horizonte,MG,Boa Viagem
TX-53390,2024-09-30,***.114.367-**,B�sico,1001000.0,"49,90",2024-09,,,,False,,,
TX-53391,2024-04-24,***.300.119-**,B�sico,30140071.0,"49,90",2024-04,5.0,4.0,143.2,False,Belo Horizonte,MG,Boa Viagem
TX-53392,2024-02-26,***.884.434-**,Premium,20031050.0,"99,90",2024-02,4.0,10.0,1.7000000000000002,False,Rio de Janeiro,RJ,Centro
TX-53393,2024-12-10,***.802.909-**,B�sico,30140071.0,"49,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53394,2024-01-09,***.117.972-**,B�sico,69010000.0,"49,90",2024-01,3.0,5.0,16.7,False,Manaus,AM,Centro
TX-53395,2024-07-25,***.660.464-**,Premium,1001000.0,"99,90",2024-07,,,,False,,,
TX-53396,2024-12-14,***.489.138-**,Premium,30140071.0,"99,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53397,2024-02-12,***.832.192-**,Premium,20031050.0,"99,90",2024-02,3.0,,107.9,False,Rio de Janeiro,RJ,Centro
TX-53398,2024-08-23,***.440.496-**,Anual,80010010.0,"899,00",2024-08,0.0,3.0,146.6,False,Curitiba,PR,Centro
TX-53399,2024-11-13,***.306.853-**,Anual,20031050.0,"899,00",2024-11,,,,False,Rio de Janeiro,RJ,Centro
TX-53400,2024-08-24,***.189.616-**,B�sico,70040010.0,"49,90",2024-08,,,,False,Brasília,DF,Asa Norte
TX-53401,2024-03-19,***.786.235-**,Premium,1001000.0,"99,90",2024-03,1.0,8.0,125.2,False,,,
TX-53402,2024-07-09,***.375.374-**,Premium,90010150.0,"99,90",2024-07,1.0,1.0,131.2,False,Porto Alegre,RS,Centro Histórico
TX-53403,2024-07-18,***.158.624-**,Premium,4538133.0,"99,90",2024-07,,,,False,,,
TX-53404,2024-05-07,***.457.230-**,Anual,69010000.0,"899,00",2024-05,1.0,7.0,96.0,False,Manaus,AM,Centro
TX-53405,2024-05-15,***.531.340-**,Premium,4538133.0,"99,90",2024-05,0.0,10.0,101.8,False,,,
TX-53406,2024-07-18,***.179.749-**,Anual,69010000.0,"899,00",2024-07,4.0,6.0,41.6,False,Manaus,AM,Centro
TX-53407,2024-07-21,***.530.515-**,Premium,1001000.0,"99,90",2024-07,,,,False,,,
TX-53408,2024-12-24,***.622.292-**,Anual,60060440.0,"899,00",2024-12,,,,False,Fortaleza,CE,Praia de Iracema
TX-53409,2024-01-27,***.060.715-**,Premium,30140071.0,"99,90",2024-01,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53410,2024-03-31,***.329.092-**,Anual,20031050.0,"899,00",2024-03,2.0,8.0,64.6,True,Rio de Janeiro,RJ,Centro
TX-53411,2024-03-25,***.912.127-**,Premium,70040010.0,"99,90",2024-03,,,,False,Brasília,DF,Asa Norte
TX-53412,2024-04-24,***.546.157-**,B�sico,90010150.0,"49,90",2024-04,1.0,10.0,120.3,False,Porto Alegre,RS,Centro Histórico
TX-53413,2024-05-21,***.660.465-**,B�sico,80010010.0,"49,90",2024-05,2.0,1.0,146.1,False,Curitiba,PR,Centro
TX-53414,2024-12-14,***.636.004-**,B�sico,4538133.0,"49,90",2024-12,,,,False,,,
TX-53415,2024-10-11,***.766.191-**,B�sico,50010000.0,"49,90",2024-10,,,,False,Recife,PE,Santo Antônio
TX-53416,2024-04-24,***.678.214-**,B�sico,20031050.0,"49,90",2024-04,3.0,9.0,,False,Rio de Janeiro,RJ,Centro
TX-53417,2024-10-19,***.867.808-**,Anual,90010150.0,"899,00",2024-10,,,,False,Porto Alegre,RS,Centro Histórico
TX-53418,2024-10-03,***.556.608-**,Anual,80010010.0,"899,00",2024-10,,,,False,Curitiba,PR,Centro
TX-53419,2024-10-27,***.396.737-**,Anual,90010150.0,"899,00",2024-10,,,,False,Porto Alegre,RS,Centro Histórico
TX-53420,2024-01-30,***.790.833-**,Premium,30140071.0,"99,90",2024-01,3.0,10.0,99.7,False,Belo Horizonte,MG,Boa Viagem
TX-53421,2024-10-04,***.818.661-**,Premium,80010010.0,"99,90",2024-10,,,,False,Curitiba,PR,Centro
TX-53422,2024-01-01,***.868.507-**,Premium,1001000.0,"99,90",2024-01,5.0,,,True,,,
TX-53423,2024-05-29,***.643.690-**,B�sico,69010000.0,"49,90",2024-05,,,,False,Manaus,AM,Centro
TX-53424,2024-03-09,***.360.765-**,B�sico,90010150.0,"49,90",2024-03,,,,False,Porto Alegre,RS,Centro Histórico
TX-53425,2024-03-12,***.469.021-**,B�sico,60060440.0,"49,90",2024-03,,,,False,Fortaleza,CE,Praia de Iracema
TX-53426,2024-12-28,***.225.678-**,Premium,60060440.0,"99,90",2024-12,,,,False,Fortaleza,CE,Praia de Iracema
TX-53427,2024-11-21,***.458.701-**,Anual,4538133.0,"899,00",2024-11,,,,False,,,
TX-53428,2024-09-27,***.531.607-**,Premium,4538133.0,"99,90",2024-09,4.0,9.0,122.8,False,,,
TX-53429,2024-01-25,***.754.181-**,Premium,30140071.0,"99,90",2024-01,3.0,6.0,120.4,False,Belo Horizonte,MG,Boa Viagem
TX-53430,2024-10-04,***.481.160-**,B�sico,60060440.0,"49,90",2024-10,,,,False,Fortaleza,CE,Praia de Iracema
TX-53431,2024-07-27,***.614.466-**,B�sico,50010000.0,"49,90",2024-07,3.0,6.0,69.6,False,Recife,PE,Santo Antônio
TX-53432,2024-09-25,***.651.588-**,B�sico,4538133.0,"49,90",2024-09,,,,False,,,
TX-53433,2024-02-26,***.438.480-**,Premium,50010000.0,"99,90",2024-02,1.0,10.0,93.5,False,Recife,PE,Santo Antônio
TX-53434,2024-11-30,***.309.997-**,B�sico,80010010.0,"49,90",2024-11,,,,False,Curitiba,PR,Centro
TX-53435,2024-10-15,***.935.889-**,B�sico,60060440.0,"49,90",2024-10,5.0,5.0,,False,Fortaleza,CE,Praia de Iracema
TX-53436,2024-04-21,***.611.291-**,Anual,60060440.0,"899,00",2024-04,2.0,,1.2,True,Fortaleza,CE,Praia de Iracema
TX-53437,2024-11-14,***.552.472-**,Premium,69010000.0,"99,90",2024-11,,,,False,Manaus,AM,Centro
TX-53438,2024-10-14,***.342.028-**,Anual,80010010.0,"899,00",2024-10,5.0,10.0,115.9,False,Curitiba,PR,Centro
TX-53439,2024-06-26,***.891.775-**,Anual,4538133.0,"899,00",2024-06,,,,False,,,
TX-53440,2024-12-18,***.973.642-**,B�sico,70040010.0,"49,90",2024-12,,,,False,Brasília,DF,Asa Norte
TX-53441,2024-05-02,***.803.056-**,Premium,50010000.0,"99,90",2024-05,4.0,3.0,95.5,False,Recife,PE,Santo Antônio
TX-53442,2024-09-22,***.953.816-**,B�sico,20031050.0,"49,90",2024-09,3.0,3.0,137.9,False,Rio de Janeiro,RJ,Centro
TX-53443,2024-02-08,***.484.399-**,B�sico,1001000.0,"49,90",2024-02,5.0,5.0,23.8,False,,,
TX-53444,2024-07-06,***.254.257-**,B�sico,90010150.0,"49,90",2024-07,,,,False,Porto Alegre,RS,Centro Histórico
TX-53445,2024-05-17,***.075.699-**,Anual,30140071.0,"899,00",2024-05,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53446,2024-01-25,***.855.852-**,B�sico,60060440.0,"49,90",2024-01,0.0,,84.9,False,Fortaleza,CE,Praia de Iracema
TX-53447,2024-10-21,***.276.970-**,Anual,20031050.0,"899,00",2024-10,0.0,7.0,15.3,False,Rio de Janeiro,RJ,Centro
TX-53448,2024-09-07,***.844.740-**,Premium,50010000.0,"99,90",2024-09,,,,True,Recife,PE,Santo Antônio
TX-53449,2024-02-27,***.759.545-**,Premium,1001000.0,"99,90",2024-02,,,,False,,,
TX-53450,2024-05-11,***.227.051-**,Premium,70040010.0,"99,90",2024-05,5.0,3.0,105.4,False,Brasília,DF,Asa Norte
TX-53451,2024-03-24,***.301.817-**,Anual,1001000.0,"899,00",2024-03,,,,False,,,
TX-53452,2024-06-13,***.088.634-**,Premium,1001000.0,"99,90",2024-06,,,,False,,,
TX-53453,2024-09-14,***.927.524-**,Premium,30140071.0,"99,90",2024-09,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53454,2024-08-20,***.945.637-**,Premium,30140071.0,"99,90",2024-08,5.0,3.0,39.9,False,Belo Horizonte,MG,Boa Viagem
TX-53455,2024-05-05,***.477.422-**,B�sico,80010010.0,"49,90",2024-05,3.0,4.0,87.7,False,Curitiba,PR,Centro
TX-53456,2024-06-12,***.803.056-**,Anual,30140071.0,"899,00",2024-06,5.0,,72.9,False,Belo Horizonte,MG,Boa Viagem
TX-53457,2024-06-15,***.203.265-**,Premium,4538133.0,"99,90",2024-06,,,,False,,,
TX-53458,2024-03-30,***.766.189-**,Premium,90010150.0,"99,90",2024-03,5.0,1.0,68.3,False,Porto Alegre,RS,Centro Histórico
TX-53459,2024-06-13,***.720.108-**,Anual,80010010.0,"899,00",2024-06,3.0,3.0,88.4,False,Curitiba,PR,Centro
TX-53460,2024-04-26,***.347.156-**,B�sico,80010010.0,"49,90",2024-04,3.0,9.0,3.2,False,Curitiba,PR,Centro
TX-53461,2024-01-06,***.524.831-**,B�sico,30140071.0,"49,90",2024-01,1.0,2.0,123.3,False,Belo Horizonte,MG,Boa Viagem
TX-53462,2024-07-18,***.057.144-**,Premium,1001000.0,"99,90",2024-07,1.0,9.0,83.7,False,,,
TX-53463,2024-02-10,***.855.451-**,B�sico,69010000.0,"49,90",2024-02,1.0,4.0,55.6,False,Manaus,AM,Centro
TX-53464,2024-08-20,***.848.872-**,B�sico,90010150.0,"49,90",2024-08,1.0,2.0,75.5,False,Porto Alegre,RS,Centro Histórico
TX-53465,2024-09-09,***.170.454-**,B�sico,50010000.0,"49,90",2024-09,,,,False,Recife,PE,Santo Antônio
TX-53466,2024-04-09,***.416.052-**,Anual,1001000.0,"899,00",2024-04,4.0,2.0,149.7,False,,,
TX-53467,2024-12-08,***.531.279-**,,70040010.0,"99,90",2024-12,,,,False,Brasília,DF,Asa Norte
TX-53468,2024-04-23,***.191.907-**,B�sico,69010000.0,"49,90",2024-04,,,,False,Manaus,AM,Centro
TX-53469,2024-02-13,***.017.774-**,B�sico,70040010.0,"49,90",2024-02,0.0,,,True,Brasília,DF,Asa Norte
TX-53470,2024-11-11,***.531.607-**,Premium,20031050.0,"99,90",2024-11,,,,False,Rio de Janeiro,RJ,Centro
TX-53471,2024-04-20,***.998.242-**,Premium,80010010.0,"99,90",2024-04,,,,False,Curitiba,PR,Centro
TX-53472,2024-08-27,***.436.271-**,Premium,20031050.0,"99,90",2024-08,,,,False,Rio de Janeiro,RJ,Centro
TX-53473,2024-08-03,***.531.105-**,B�sico,80010010.0,"49,90",2024-08,,,,False,Curitiba,PR,Centro
TX-53474,2024-11-24,***.834.826-**,Anual,80010010.0,"899,00",2024-11,,,,False,Curitiba,PR,Centro
TX-53475,2024-03-03,***.590.073-**,B�sico,20031050.0,"49,90",2024-03,,,,False,Rio de Janeiro,RJ,Centro
TX-53476,2024-01-08,***.832.812-**,Premium,30140071.0,"99,90",2024-01,5.0,7.0,102.3,False,Belo Horizonte,MG,Boa Viagem
TX-53477,2024-09-15,***.949.387-**,Premium,1001000.0,"99,90",2024-09,,,,False,,,
TX-53478,2024-12-17,***.840.333-**,B�sico,80010010.0,"49,90",2024-12,,,,False,Curitiba,PR,Centro
TX-53479,2024-11-24,***.977.115-**,B�sico,69010000.0,"49,90",2024-11,,,,False,Manaus,AM,Centro
TX-53480,2024-12-23,***.788.147-**,B�sico,30140071.0,"49,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53481,2024-09-11,***.514.846-**,B�sico,20031050.0,"49,90",2024-09,,,,False,Rio de Janeiro,RJ,Centro
TX-53482,2024-10-19,***.203.684-**,Premium,1001000.0,"99,90",2024-10,4.0,5.0,33.8,False,,,
TX-53483,2024-06-09,***.185.899-**,Premium,20031050.0,"99,90",2024-06,,,,False,Rio de Janeiro,RJ,Centro
TX-53484,2024-07-13,***.605.308-**,Premium,80010010.0,"99,90",2024-07,,,,False,Curitiba,PR,Centro
TX-53485,2024-11-13,***.057.644-**,B�sico,1001000.0,"49,90",2024-11,,,,False,,,
TX-53486,2024-07-27,***.113.826-**,Anual,90010150.0,"899,00",2024-07,,,,False,Porto Alegre,RS,Centro Histórico
TX-53487,2024-01-21,***.585.277-**,Anual,50010000.0,"899,00",2024-01,0.0,,33.9,False,Recife,PE,Santo Antônio
TX-53488,2024-10-19,***.708.905-**,Premium,60060440.0,"99,90",2024-10,3.0,5.0,94.1,False,Fortaleza,CE,Praia de Iracema
TX-53489,2024-04-07,***.466.001-**,Premium,1001000.0,"99,90",2024-04,5.0,10.0,77.3,False,,,
TX-53490,2024-03-14,***.282.586-**,Premium,80010010.0,"99,90",2024-03,,,,False,Curitiba,PR,Centro
TX-53491,2024-06-23,***.820.974-**,B�sico,60060440.0,"49,90",2024-06,,,,False,Fortaleza,CE,Praia de Iracema
TX-53492,2024-08-18,***.737.826-**,B�sico,80010010.0,"49,90",2024-08,,,,False,Curitiba,PR,Centro
TX-53493,2024-04-28,***.269.996-**,,50010000.0,"99,90",2024-04,4.0,8.0,139.0,False,Recife,PE,Santo Antônio
TX-53494,2024-04-26,***.187.274-**,Premium,50010000.0,"99,90",2024-04,,,,False,Recife,PE,Santo Antônio
TX-53495,2024-11-11,***.661.830-**,Premium,30140071.0,"99,90",2024-11,5.0,10.0,1.7000000000000002,False,Belo Horizonte,MG,Boa Viagem
TX-53496,2024-02-21,***.972.521-**,B�sico,69010000.0,"49,90",2024-02,3.0,8.0,86.0,False,Manaus,AM,Centro
TX-53497,2024-01-16,***.461.607-**,Premium,60060440.0,"99,90",2024-01,3.0,8.0,125.2,False,Fortaleza,CE,Praia de Iracema
TX-53498,2024-04-25,***.029.321-**,Premium,60060440.0,"99,90",2024-04,5.0,10.0,127.9,False,Fortaleza,CE,Praia de Iracema
TX-53499,2024-05-29,***.712.847-**,B�sico,70040010.0,"49,90",2024-05,3.0,,124.6,False,Brasília,DF,Asa Norte
TX-53500,2024-02-28,***.009.687-**,Premium,80010010.0,"99,90",2024-02,1.0,2.0,70.3,False,Curitiba,PR,Centro
TX-53501,2024-12-26,***.002.601-**,B�sico,90010150.0,"49,90",2024-12,,,,False,Porto Alegre,RS,Centro Histórico
TX-53502,2024-03-05,***.727.790-**,B�sico,4538133.0,"49,90",2024-03,,,,False,,,
TX-53503,2024-10-17,***.171.827-**,B�sico,1001000.0,"49,90",2024-10,,,,False,,,
TX-53504,2024-01-04,***.940.128-**,B�sico,50010000.0,"49,90",2024-01,1.0,1.0,94.0,False,Recife,PE,Santo Antônio
TX-53505,2024-06-11,***.856.728-**,Premium,69010000.0,"99,90",2024-06,,,,False,Manaus,AM,Centro
TX-53506,2024-09-08,***.030.453-**,B�sico,1001000.0,"49,90",2024-09,,,,False,,,
TX-53507,2024-03-26,***.118.081-**,B�sico,50010000.0,"49,90",2024-03,1.0,6.0,72.5,False,Recife,PE,Santo Antônio
TX-53508,2024-05-10,***.669.327-**,B�sico,50010000.0,"49,90",2024-05,,,,False,Recife,PE,Santo Antônio
TX-53509,2024-03-24,***.829.236-**,B�sico,80010010.0,"49,90",2024-03,4.0,5.0,130.1,False,Curitiba,PR,Centro
TX-53510,2024-02-28,***.081.867-**,B�sico,20031050.0,"49,90",2024-02,4.0,3.0,71.9,False,Rio de Janeiro,RJ,Centro
TX-53511,2024-10-01,***.172.628-**,Premium,60060440.0,"99,90",2024-10,0.0,,113.2,False,Fortaleza,CE,Praia de Iracema
TX-53512,2024-11-16,***.811.729-**,Premium,30140071.0,"99,90",2024-11,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53513,2024-04-02,***.779.806-**,Premium,,"99,90",2024-04,,,,False,,,
TX-53514,2024-07-20,***.423.394-**,Anual,90010150.0,"899,00",2024-07,,,,False,Porto Alegre,RS,Centro Histórico
TX-53515,2024-09-21,***.626.228-**,Premium,1001000.0,"99,90",2024-09,,,,False,,,
TX-53516,2024-09-02,***.193.932-**,Premium,80010010.0,"99,90",2024-09,,,,False,Curitiba,PR,Centro
TX-53517,2024-01-11,***.112.664-**,B�sico,20031050.0,"49,90",2024-01,,,,False,Rio de Janeiro,RJ,Centro
TX-53518,2024-04-19,***.443.034-**,Anual,80010010.0,"899,00",2024-04,0.0,8.0,123.1,False,Curitiba,PR,Centro
TX-53519,2024-05-23,***.652.816-**,Anual,90010150.0,"899,00",2024-05,0.0,2.0,71.4,False,Porto Alegre,RS,Centro Histórico
TX-53520,2024-05-08,***.447.314-**,Anual,30140071.0,"899,00",2024-05,,,,False,Belo Horizonte,MG,Boa Viagem
TX-53521,2024-10-09,***.720.108-**,Anual,20031050.0,"899,00",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-53522,2024-07-16,***.004.202-**,Premium,80010010.0,"99,90",2024-07,2.0,10.0,95.3,False,Curitiba,PR,Centro
TX-53523,2024-08-08,***.385.646-**,B�sico,1001000.0,"49,90",2024-08,,,,False,,,
TX-53524,2024-03-08,***.087.100-**,B�sico,20031050.0,"49,90",2024-03,5.0,7.0,83.4,False,Rio de Janeiro,RJ,Centro
TX-53525,2024-11-18,***.628.900-**,Premium,,"99,90",2024-11,0.0,2.0,26.2,False,,,
TX-53526,2024-01-17,***.139.449-**,Premium,50010000.0,"99,90",2024-01,4.0,1.0,121.0,False,Recife,PE,Santo Antônio
TX-53527,2024-08-08,***.018.644-**,B�sico,50010000.0,"49,90",2024-08,5.0,,44.9,False,Recife,PE,Santo Antônio
TX-53528,2024-02-03,***.626.078-**,Premium,60060440.0,"99,90",2024-02,2.0,1.0,65.5,False,Fortaleza,CE,Praia de Iracema
